,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,10,13,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2020,N,Y,Y,2010,1,10
0,201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232,11,67,Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,taj_gibson,2009,2020,N,Y,Y,2009,1,26
0,1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-11,240,2,20,Forward-Center,Active,N,1610612758,Kings,SAC,kings,Sacramento,harry_giles,2017,2020,Y,Y,Y,2017,1,20
0,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-5,180,2,2,Guard-Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2020,N,Y,Y,2018,1,11
0,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,7,27,Center,Active,N,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2020,Y,Y,Y,2013,1,27
0,1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,brandon-goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180,2,0,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,brandon_goodwin,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,6,00,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,aaron_gordon,2014,2020,N,Y,Y,2014,1,4
0,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,12,10,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,eric_gordon,2008,2020,N,Y,Y,2008,1,7
0,1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195,2,4,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,devonte_graham,2018,2020,Y,Y,Y,2018,2,34
0,1626203,Treveon,Graham,Treveon Graham,"Graham, Treveon",T. Graham,treveon-graham,1993-10-28T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-5,219,4,2,Guard-Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,treveon_graham,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-8,210,6,9,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,jerami_grant,2014,2020,N,Y,Y,2014,2,39
0,1627982,Josh,Gray,Josh Gray,"Gray, Josh",J. Gray,josh-gray,1993-09-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-0,180,2,5,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_gray,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,11,14,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,danny_green,2009,2020,Y,Y,Y,2009,2,46
0,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,8,23,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2020,N,Y,Y,2012,2,35
0,101123,Gerald,Green,Gerald Green,"Green, Gerald",G. Green,gerald-green,1986-01-26T00:00:00,Gulf Shores Academy (TX),USA,Gulf Shores Academy (TX)/USA,6-7,205,12,14,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,gerald_green,2005,2018,Y,Y,Y,2005,1,18
0,203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,jamychal-green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-8,227,6,4,Forward-Center,Active,N,1610612746,Clippers,LAC,clippers,LA,jamychal_green,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford /USA,6-4,205,1,43,Guard-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,javonte_green,2019,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown /USA,6-8,235,12,32,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007,2020,N,Y,Y,2007,1,5
0,201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250,10,23,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,blake_griffin,2009,2020,N,Y,Y,2009,1,1
0,1629741,Marko,Guduric,Marko Guduric,"Guduric, Marko",M. Guduric,marko-guduric,1995-03-08T00:00:00,Fenerbahce,Serbia,Fenerbahce/Serbia,6-6,201,1,23,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,marko_guduric,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629657,Kyle,Guy,Kyle Guy,"Guy, Kyle",K. Guy,kyle-guy,1997-08-11T00:00:00,Virginia,USA,Virginia/USA,6-1,167,1,7,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,kyle_guy,2019,2020,Y,Y,Y,2019,2,55
0,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,1,8,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,rui_hachimura,2019,2020,N,Y,Y,2019,1,9
0,1628985,Devon,Hall,Devon Hall,"Hall, Devon",D. Hall,devon-hall,1995-07-07T00:00:00,Virginia,USA,Virginia/USA,6-5,215,1,14,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,devon_hall,2019,2020,Y,Y,Y,2018,2,53
0,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,7,11,Guard-Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway jr.,2013,2020,Y,Y,Y,2013,1,24
0,201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,11,13,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,james_harden,2009,2020,N,Y,Y,2009,1,3
0,203090,Maurice,Harkless,Maurice Harkless,"Harkless, Maurice",M. Harkless,maurice-harkless,1993-05-11T00:00:00,St. John's,USA,St. John's /USA,6-7,220,8,3,Forward-Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,maurice_harkless,2012,2020,N,Y,Y,2012,1,15
0,1629607,Jared,Harper,Jared Harper,"Harper, Jared",J. Harper,jared-harper,1997-09-14T00:00:00,Auburn,USA,Auburn/USA,5-10,175,1,12,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,jared_harper,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,montrezl-harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-7,240,5,5,Forward-Center,Active,N,1610612746,Clippers,LAC,clippers,LA,montrezl_harrell,2015,2020,Y,Y,Y,2015,2,32
0,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,6,14,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,gary_harris,2014,2020,N,Y,Y,2014,1,19
0,203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,6,12,Guard-Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014,2020,Y,Y,Y,2014,2,33
0,202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-8,226,9,12,Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011,2020,N,Y,Y,2011,1,19
0,1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-7,190,3,3,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,shaquille_harrison,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-5,215,3,3,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_hart,2017,2020,Y,Y,Y,2017,1,30
0,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00, ,Germany,Zalgiris/Germany,7-0,250,1,,Center-Forward,Inactive,N,0,,,,,isaiah_hartenstein,2018,2019,Y,Y,Y,2017,2,43
0,2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-8,235,17,40,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,6-11,220,1,10,Center-Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jaxson_hayes,2019,2020,N,Y,Y,2019,1,8
0,202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,10,20,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,gordon_hayward,2010,2020,N,Y,Y,2010,1,9
0,203089,John,Henson,John Henson,"Henson, John",J. Henson,john-henson,1990-12-28T00:00:00,North Carolina,USA,North Carolina/USA,6-9,219,8,31,Forward-Center,Active,N,1610612765,Pistons,DET,pistons,Detroit,john_henson,2012,2020,N,Y,Y,2012,1,14
0,1629608,Dewan,Hernandez,Dewan Hernandez,"Hernandez, Dewan",D. Hernandez,dewan-hernandez,1996-12-09T00:00:00,Miami,USA,Miami/USA,6-10,235,1,20,Center-Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,dewan_hernandez,2019,2020,Y,Y,Y,2019,2,59
0,1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,juancho-hernangomez,1995-09-28T00:00:00,Estudiantes,Spain,Estudiantes/Spain,6-9,214,4,41,Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,juan_hernangomez,2016,2020,Y,Y,Y,2016,1,15
0,1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,willy-hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250,4,9,Center-Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,willy_hernangomez,2016,2020,N,Y,Y,2015,2,35
0,1629639,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,1,14,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019,2020,N,Y,Y,2019,1,13
0,1628987,Kevin,Hervey,Kevin Hervey,"Hervey, Kevin",K. Hervey,kevin-hervey,1996-07-09T00:00:00,Texas-Arlington,USA,Texas-Arlington/USA,6-9,230,1,15,Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,kevin_hervey,2019,2020,Y,Y,Y,2018,2,57
0,1626209,Mario,Hezonja,Mario Hezonja,"Hezonja, Mario",M. Hezonja,mario-hezonja,1995-02-25T00:00:00,FC Barcelona,Croatia,FC Barcelona/Croatia,6-8,220,5,44,Forward-Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,mario_hezonja,2015,2020,N,Y,Y,2015,1,5
0,1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,4,24,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,buddy_hield,2016,2020,N,Y,Y,2016,1,6
0,201588,George,Hill,George Hill,"Hill, George",G. Hill,george-hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-3,188,12,3,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,george_hill,2008,2020,N,Y,Y,2008,1,26
0,203524,Solomon,Hill,Solomon Hill,"Hill, Solomon",S. Hill,solomon-hill,1991-03-18T00:00:00,Arizona,USA,Arizona/USA,6-6,226,7,44,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,solomon_hill,2013,2020,Y,Y,Y,2013,1,23
0,1629658,Jaylen,Hoard,Jaylen Hoard,"Hoard, Jaylen",J. Hoard,jaylen-hoard,1999-03-30T00:00:00,Wake Forest,France,Wake Forest/France,6-8,216,1,6,Forward,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,jalen_hoard,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,2,3,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,aaron_holiday,2018,2020,N,Y,Y,2018,1,23
0,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-3,205,11,11,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jrue_holiday,2009,2020,N,Y,Y,2009,1,17
0,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,7,8,Forward-Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,justin_holiday,2012,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,"Hollis-Jefferson, Rondae",R. Hollis-Jefferson,rondae-hollis-jefferson,1995-01-03T00:00:00,Arizona,USA,Arizona/USA,6-6,217,5,4,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,rondae_hollis-jefferson,2015,2020,N,Y,Y,2015,1,23
0,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-10,235,5,22,Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,richaun_holmes,2015,2020,Y,Y,Y,2015,2,37
0,203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,6-8,208,6,5,Guard-Forward,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,rodney_hood,2014,2020,N,Y,Y,2014,1,23
0,201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,13,42,Center-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,al_horford,2007,2020,N,Y,Y,2007,1,3
0,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,"Horton-Tucker, Talen",T. Horton-Tucker,talen-horton-tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,1,5,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,talen_horton-tucker,2019,2020,Y,Y,Y,2019,2,46
0,1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,danuel-house-jr,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,4,4,Forward-Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,danuel_house,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,16,39,Center-Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2020,N,Y,Y,2004,1,1
0,1629739,William,Howard,William Howard,"Howard, William",W. Howard,william-howard,1993-10-25T00:00:00,Limoges,France,Limoges/France,6-8,207,1,52,Forward-Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,william_howard,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,190,2,3,Guard-Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,kevin_huerter,2018,2020,N,Y,Y,2018,1,19
0,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-7,225,1,12,Forward-Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019,2020,N,Y,Y,2019,1,4
0,1628990,Chandler,Hutchison,Chandler Hutchison,"Hutchison, Chandler",C. Hutchison,chandler-hutchison,1996-04-26T00:00:00,Boise State,USA,Boise State/USA,6-7,210,2,15,Forward-Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,chandler_hutchison,2018,2020,Y,Y,Y,2018,1,22
0,201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,serge-ibaka,1989-09-18T00:00:00,Ricoh Manresa,Republic of the Congo,Ricoh Manresa/Republic of the Congo,7-0,235,11,9,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,serge_ibaka,2009,2020,N,Y,Y,2008,1,24
0,2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,16,28,Guard-Forward,Active,N,1610612748,Heat,MIA,heat,Miami,andre_iguodala,2004,2020,N,Y,Y,2004,1,9
0,101141,Ersan,Ilyasova,Ersan Ilyasova,"Ilyasova, Ersan",E. Ilyasova,ersan-ilyasova,1987-05-15T00:00:00,FC Barcelona,Turkey,FC Barcelona/Turkey,6-9,235,12,7,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,ersan_ilyasova,2006,2020,Y,Y,Y,2005,2,36
0,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-7,220,6,2,Forward-Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,joe_ingles,2014,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-7,190,4,14,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2020,N,Y,Y,2016,1,2
0,202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,9,11,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,kyrie_irving,2011,2020,N,Y,Y,2011,1,1
0,1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-11,230,3,1,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017,2020,Y,Y,Y,2017,1,6
0,1628411,Wes,Iwundu,Wes Iwundu,"Iwundu, Wes",W. Iwundu,wes-iwundu,1994-12-20T00:00:00,Kansas State,USA,Kansas State/USA,6-6,195,3,25,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,wes_iwundu,2017,2020,Y,Y,Y,2017,2,33
0,1628402,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,6-3,205,2,15,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,frank_jackson,2017,2020,Y,Y,Y,2017,2,31
0,1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,6-8,207,3,20,Guard-Forward,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,josh_jackson,2017,2020,Y,Y,Y,2017,1,4
0,1628382,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,justin-jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,6-7,220,3,44,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,justin_jackson,2017,2020,Y,Y,Y,2017,1,15
0,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-3,208,9,1,Guard,Active,N,1610612746,Clippers,LAC,clippers,LA,reggie_jackson,2011,2020,Y,Y,Y,2011,1,24
0,1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-11,242,2,13,Forward-Center,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2020,N,Y,Y,2018,1,4
0,1629713,Justin,James,Justin James,"James, Justin",J. James,justin-james,1997-01-24T00:00:00,Wyoming,USA,Wyoming/USA,6-7,190,1,10,Guard-Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,justin_james,2019,2020,Y,Y,Y,2019,2,40
0,2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,17,23,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2020,N,Y,Y,2003,1,1
0,1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,amile-jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,6-9,222,1,,Forward,Inactive,N,0,,,,,amile_jefferson,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629610,DaQuan,Jeffries,DaQuan Jeffries,"Jeffries, DaQuan",D. Jeffries,daquan-jeffries,1997-08-30T00:00:00,Tulsa,USA,Tulsa/USA,6-5,230,1,19,Guard-Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,daquan_jeffries,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,1,10,Guard-Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,ty_jerome,2019,2020,Y,Y,Y,2019,1,24
0,1628993,Alize,Johnson,Alize Johnson,"Johnson, Alize",A. Johnson,alize-johnson,1996-04-22T00:00:00,Missouri State,USA,Missouri State/USA,6-7,212,2,24,Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,alize_johnson,2018,2020,Y,Y,Y,2018,2,50
0,1629168,BJ,Johnson,BJ Johnson,"Johnson, BJ",B. Johnson,bj-johnson,1995-12-21T00:00:00,La Salle,USA,La Salle/USA,6-7,200,2,13,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,bj_johnson,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,1,23,Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,cameron_johnson,2019,2020,N,Y,Y,2019,1,11
0,201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,james-johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240,11,16,Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,james_johnson,2009,2020,Y,Y,Y,2009,1,16
0,1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-5,220,1,3,Forward-Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019,2020,Y,Y,Y,2019,1,29
0,1626169,Stanley,Johnson,Stanley Johnson,"Johnson, Stanley",S. Johnson,stanley-johnson,1996-05-29T00:00:00,Arizona,USA,Arizona/USA,6-6,242,5,5,Forward-Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,stanley_johnson,2015,2020,Y,Y,Y,2015,1,8
0,204020,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,tyler-johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State/USA,6-3,186,6,8,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,tyler_johnson,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
